CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CaseStatusID,IncidentFromDate,latitude,longitude,BriefFacts
219,100010001202400219,202400219,2024-01-06,2,12,2,2,2,2,2024-01-05 03:18:20,12.953729097524116,77.55718110713329,"Illum aliquid voluptas vel vel amet magni. Ad suscipit commodi porro magnam nostrum illum. Laudantium ab est sequi impedit.
Rerum alias ratione aliquid velit facere. Dolorum ipsa distinctio eveniet."
220,100010001202400220,202400220,2024-05-14,16,15,2,1,2,1,2024-05-13 07:02:16,13.012859992675688,77.62340326935815,Quod est iste modi magni enim. Fugit perferendis iure.
221,100010001202300221,202300221,2023-09-19,48,12,2,1,5,2,2023-09-18 13:09:25,13.002743383506436,77.64384986780892,"Beatae suscipit nesciunt ea. Exercitationem perferendis sit totam.
Est ullam temporibus. Unde explicabo ab tempore. Quas officia similique eaque sunt molestiae saepe dolorum."
222,100030001202600222,202600222,2026-05-10,2,35,2,1,5,4,2026-05-08 18:36:34,15.373910059543382,75.16413706090852,"Dolorum occaecati aperiam accusantium fugiat. Eum quisquam vitae nesciunt modi nisi.
Provident asperiores amet quisquam incidunt. Sint vel voluptate eveniet voluptatum."
223,100010001202500223,202500223,2025-12-10,48,11,2,1,5,1,2025-12-06 03:52:52,13.015965230250295,77.566508958433,Neque illo tempore ea. Debitis error mollitia labore placeat quasi dolore. Ipsum quaerat quibusdam porro. Illum aspernatur suscipit esse doloribus.
224,100010001202300224,202300224,2023-06-12,38,15,3,1,5,2,2023-06-09 17:12:15,12.983946012150623,77.63743957495628,"Modi earum consequuntur quasi facilis alias. Deserunt sunt nulla quisquam.
Cumque pariatur explicabo expedita nemo. Dignissimos minima mollitia laborum reprehenderit."
225,100080001202300225,202300225,2023-01-25,49,85,1,1,1,1,2023-01-21 00:39:16,15.18365599522141,76.89959054413124,"Unde est ea tempore.
Dolorum mollitia eius rem. Ex quod quasi dolorem inventore placeat officia corrupti.
Quo inventore maiores nesciunt necessitatibus quaerat. Vero reprehenderit error inventore."
226,100050001202400226,202400226,2024-03-10,38,52,1,2,2,1,2024-03-07 11:28:01,15.813497372559695,74.4832044150077,Veritatis voluptatum dolorum. Error atque voluptate accusantium accusamus iste harum cumque. Ipsa unde vel numquam nisi veniam minima sapiente.
227,100030001202500227,202500227,2025-08-14,41,33,1,1,4,1,2025-08-14 23:41:51,15.346026768767258,75.14176944577125,Illo eaque eligendi neque voluptas id. Voluptate ut cupiditate perferendis doloremque quisquam. Exercitationem aspernatur possimus.
228,100020001202400228,202400228,2024-05-30,44,22,1,1,5,3,2024-05-29 18:03:26,12.247480769802833,76.65068591948452,Repellendus repellat pariatur sapiente voluptates est. Quisquam et porro laudantium voluptas dolore nesciunt.
229,100070001202300229,202300229,2023-10-15,30,72,3,1,2,3,2023-10-14 14:51:42,14.509307580687253,75.89128564721462,Voluptates perspiciatis quis eum voluptate nulla. Ex ratione laborum laudantium beatae recusandae illum.
230,100010001202400230,202400230,2024-06-22,49,11,1,2,3,1,2024-06-19 03:52:02,12.941193863247172,77.64000992682583,Enim numquam velit placeat dicta voluptatem. Optio enim velit eveniet cum ipsa dolorem.
231,100010001202300231,202300231,2023-08-31,38,12,1,1,3,1,2023-08-28 07:34:22,13.011936903786378,77.61037418217319,Neque nesciunt corrupti molestias. A minima ab consequatur maiores.
232,100060001202500232,202500232,2025-10-17,35,65,1,2,4,1,2025-10-14 11:10:47,17.28076496921683,76.87935034608367,"Rem cum labore ea rem quae distinctio nisi. Id animi dolorum occaecati minus.
Illo asperiores omnis laborum. Molestias voluptas illum assumenda maxime molestiae sed. At ipsa debitis excepturi illo."
233,100010001202500233,202500233,2025-10-11,36,11,2,1,2,2,2025-10-06 10:29:00,12.99335940576891,77.59640614281415,"Iste illo provident maiores dignissimos. Aspernatur minus eaque minus nisi natus qui.
Ratione nemo ut nemo. Magni id doloremque officiis earum dicta illo labore."
234,100010001202400234,202400234,2024-12-02,25,13,2,1,5,3,2024-11-29 15:09:36,12.921644904585945,77.61755911277993,Molestiae facilis saepe adipisci blanditiis blanditiis. Quo aspernatur placeat vero dicta voluptatum. Error nostrum tenetur repellat dolores.
235,100030001202400235,202400235,2024-08-17,35,31,3,1,3,3,2024-08-15 04:35:41,15.406856971410125,75.14788962301724,"Non magni deserunt libero rerum numquam. Quisquam atque sit nisi.
Maiores maxime animi ipsum. Asperiores nostrum explicabo ullam saepe saepe inventore perferendis."
236,100070001202400236,202400236,2024-11-05,13,73,3,2,5,2,2024-11-04 15:17:06,14.488362290482604,75.95056696638446,Perspiciatis cumque molestias at laboriosam reprehenderit tempore atque. Libero facere eveniet nemo eos et labore. Nemo qui eaque perferendis possimus.
237,100010001202400237,202400237,2024-04-08,5,13,1,1,3,1,2024-04-04 02:51:34,12.970277019613322,77.54777019281325,Expedita commodi earum omnis modi commodi unde. Magni laudantium dignissimos deserunt laboriosam.
238,100010001202300238,202300238,2023-10-31,21,15,3,1,2,1,2023-10-30 20:41:01,13.004803866150006,77.55256835831875,Id aliquam earum blanditiis illum iusto. Beatae maiores exercitationem nulla. Veritatis ipsa dolorem provident aspernatur. Laboriosam placeat ipsa soluta cum ipsam in.
239,100010001202300239,202300239,2023-08-28,16,11,1,2,2,3,2023-08-26 13:30:56,12.952500138776935,77.58045169001014,"Non possimus voluptatem fuga. Quos saepe quisquam quidem voluptatem sint.
Odit animi odit similique. Sequi sint unde impedit sit molestias."
240,100010001202600240,202600240,2026-03-29,9,14,2,1,2,1,2026-03-28 15:51:14,12.957385080714804,77.56652823068569,"Iusto sed placeat neque doloribus fugiat officiis. Illo inventore eum inventore voluptatibus tenetur eveniet. Deserunt cum hic incidunt ea at.
Ut nostrum dolorum explicabo laudantium."
241,100010001202500241,202500241,2025-09-16,49,15,3,1,5,2,2025-09-16 12:05:32,12.960333179159086,77.61088564651494,"Sequi nisi consequatur dolorem harum explicabo. Dignissimos exercitationem aliquam voluptatem. Quidem voluptates expedita.
Saepe facilis nesciunt earum corrupti. Natus nulla et pariatur."
242,100010001202600242,202600242,2026-05-04,6,15,1,2,2,4,2026-05-02 12:42:38,12.937285104068662,77.60010362243327,Perspiciatis nisi explicabo doloremque pariatur eligendi saepe sint. Veritatis repellendus earum accusantium dolor.
243,100050001202500243,202500243,2025-01-10,26,52,1,1,1,3,2025-01-06 09:49:10,15.87802984209552,74.54340571820947,"Iusto quae debitis dicta porro. Nulla exercitationem odit quas voluptas hic.
Quia totam cum error. Autem laboriosam quos illum. Eveniet officia similique fuga tempore culpa."
244,100010001202500244,202500244,2025-01-11,42,15,2,1,5,3,2025-01-09 16:49:35,12.988714767308023,77.55457464156046,"Voluptatibus adipisci omnis ex. Minus tempore dolor distinctio.
Odio debitis laboriosam magnam voluptate quibusdam. Quidem nulla libero quod maiores. Et natus amet odio culpa fugit repellat."
245,100010001202300245,202300245,2023-11-11,5,14,2,1,2,3,2023-11-07 09:28:09,13.016079435941078,77.62133633504202,"Odio ex mollitia eveniet nisi id maxime. Ad minima non atque. Dolorum libero vero.
Eaque vero harum enim nostrum aperiam. Ut voluptatibus provident minima."
246,100030001202500246,202500246,2025-02-10,19,35,1,1,1,2,2025-02-06 19:29:25,15.38945695103512,75.13897816487251,Nulla occaecati dolore totam esse explicabo officiis corrupti.
247,100010001202300247,202300247,2023-10-28,31,15,1,1,2,3,2023-10-27 13:25:27,13.009011159309232,77.58680216072139,"Eius adipisci reprehenderit perferendis. Quibusdam assumenda minus sit sed saepe.
Autem velit et ratione minima facere impedit. Quisquam doloribus optio. Cum sunt error vero tempora."
248,100070001202400248,202400248,2024-07-09,36,74,3,2,3,1,2024-07-05 02:07:12,14.452148504652186,75.89243916578948,Architecto error perspiciatis blanditiis explicabo id sunt similique. Eos quidem libero placeat quis aliquid.
249,100010001202300249,202300249,2023-09-02,6,11,2,2,5,3,2023-08-28 13:11:18,13.018407393467507,77.63589531158895,"Dicta expedita iste nulla earum. Consectetur consequuntur error nobis illo ipsam voluptatem.
Iusto esse quas. Expedita voluptate quaerat molestiae nostrum quidem. Maiores id deleniti rem."
250,100020001202600250,202600250,2026-01-06,40,25,1,1,5,1,2026-01-06 09:23:17,12.283234073722728,76.63298659275092,"Delectus quam at dignissimos.
Voluptates mollitia quod quam. Dolore minus eum provident cumque nesciunt. Sint ex reprehenderit accusamus tenetur impedit."
251,100010001202400251,202400251,2024-10-31,30,14,3,1,2,4,2024-10-31 07:54:52,12.991563286546493,77.64249301191367,"Quasi temporibus sint impedit.
At quod delectus consectetur illo fugit dolores. Nulla nihil molestiae doloribus cum. Repellendus tenetur rem asperiores autem ea qui."
252,100010001202300252,202300252,2023-02-26,14,15,2,2,2,4,2023-02-21 05:25:11,13.005489452261155,77.61772564340019,Incidunt voluptatum commodi minima laudantium officiis temporibus. Dolorem asperiores maiores magnam vel reprehenderit itaque repudiandae. Ad itaque non maxime.
253,100010001202600253,202600253,2026-03-24,39,14,2,2,3,4,2026-03-20 02:36:06,12.935021350957483,77.61361040869518,Quod ut mollitia dolores accusantium quibusdam. Facilis fuga iure repellendus quas illo enim reprehenderit. Architecto sapiente saepe quos quisquam totam optio tempora.
254,100010001202300254,202300254,2023-03-17,40,13,3,1,5,1,2023-03-17 02:14:14,12.939105259640195,77.57223104782337,"Consequuntur ullam nostrum. Commodi reprehenderit consectetur.
Odit dignissimos beatae quibusdam quaerat beatae sed. Quam similique autem quam expedita ipsa."
255,100010001202400255,202400255,2024-04-26,42,15,3,1,2,1,2024-04-21 10:28:04,12.923155149906199,77.64008008905834,Quos veritatis quam facere eum asperiores. At odit molestiae ullam.
256,100010001202500256,202500256,2025-01-18,33,13,2,2,5,3,2025-01-17 00:39:16,13.017941514427704,77.63638233941528,Dolorem numquam omnis totam occaecati quas neque. Maiores saepe dolor aut necessitatibus. Maiores deserunt illo labore ratione aut.
257,100050001202300257,202300257,2023-11-25,41,53,1,1,2,4,2023-11-22 21:41:08,15.837187408338753,74.5214790567493,"Molestias nisi velit provident nemo.
Dolorum dicta quasi culpa tenetur. Culpa recusandae dolorum sit incidunt at. Iste aut vitae eius ullam."
258,100050001202500258,202500258,2025-11-25,21,54,1,2,2,1,2025-11-23 19:00:06,15.856511467889206,74.4630558921147,Vero ut consectetur. Placeat enim eaque voluptas hic animi. Facere blanditiis aliquam aliquam adipisci ad.
259,100010001202300259,202300259,2023-02-08,33,11,2,2,2,4,2023-02-04 21:34:27,12.992758699075777,77.59334024823852,Commodi enim repellendus consequatur. Voluptatibus ipsum quod et consequatur consequatur quaerat.
260,100050001202500260,202500260,2025-05-22,19,54,2,2,2,4,2025-05-20 10:37:42,15.857429539669234,74.48224493245273,"Consequatur quam tempora quae sit.
Provident magni dolorum nulla. Nihil eius reiciendis dolor illum. Laboriosam porro unde aliquid."
261,100020001202600261,202600261,2026-03-01,24,22,2,1,2,2,2026-02-24 19:34:52,12.28970732321971,76.68721293097367,Assumenda quae exercitationem repellat ipsum. Culpa eaque harum sunt magnam placeat quis cum. Ut nostrum nemo veritatis incidunt laboriosam ducimus.
262,100020001202300262,202300262,2023-11-15,31,25,3,2,3,2,2023-11-13 05:59:13,12.301451329775935,76.66010458802718,"Molestias veritatis velit eius deserunt inventore.
Eveniet eius adipisci distinctio accusamus. Doloribus laborum id nulla. Non omnis suscipit."
263,100010001202400263,202400263,2024-05-17,15,11,3,1,2,3,2024-05-15 13:15:47,12.968871676443422,77.59209806726375,Dolorum illo sit. Et sed et et. Quia delectus illo sunt saepe doloribus possimus quas.
264,100010001202600264,202600264,2026-06-06,33,13,2,1,3,2,2026-06-06 05:34:18,13.00009313945423,77.62861920902425,Distinctio est id. Odio id explicabo molestias dolores excepturi. Tempore ipsum tempora beatae.
265,100050001202400265,202400265,2024-12-15,26,53,1,1,2,3,2024-12-14 02:13:36,15.861226057955522,74.46952466758698,"Facere ullam repellat. Quo quaerat sint fugit provident aspernatur at. Ad possimus labore quam fuga nisi.
Nostrum impedit suscipit rerum in minus. Accusamus impedit distinctio."
266,100010001202300266,202300266,2023-02-06,6,13,2,1,3,1,2023-02-01 18:03:13,12.934190318343234,77.63317269861975,Eaque nesciunt expedita quasi officia hic deserunt. Dicta est temporibus nesciunt. Harum consequatur aspernatur soluta eius ex.
267,100010001202300267,202300267,2023-09-25,39,14,3,2,2,3,2023-09-22 18:51:17,12.995411871144453,77.63989255575598,"Omnis illum accusamus earum sed et. Doloremque quae eum aut sit.
Soluta porro iste vel accusamus non. Explicabo ipsam molestiae eligendi mollitia commodi. Dolor cum aperiam."
268,100020001202600268,202600268,2026-05-24,45,25,1,2,5,1,2026-05-19 19:57:55,12.32808817505443,76.63574321592218,"Veritatis neque earum ab blanditiis. Quae accusantium ipsum quasi.
Eveniet consequuntur sapiente beatae sint atque. Exercitationem sunt qui recusandae non esse. Praesentium cum enim corrupti amet."
269,100010001202400269,202400269,2024-04-28,24,11,2,1,1,2,2024-04-23 20:21:02,12.981403810905825,77.5485777692323,A reiciendis laudantium ea maiores officia ratione. Odit officia quas ipsum quo quia quos. Libero consequuntur autem maxime quidem.
270,100010001202300270,202300270,2023-01-24,26,11,2,2,2,1,2023-01-22 01:14:20,12.933677486356657,77.64025449801834,Consequuntur ratione nostrum enim id id. Tempore eum libero velit corrupti. Numquam veritatis sunt eligendi velit reiciendis.
271,100010001202600271,202600271,2026-04-11,13,15,2,2,2,3,2026-04-07 09:58:14,13.01327218045786,77.60449475494197,Qui totam nobis voluptas earum laudantium aliquam. Eius aliquam quam quaerat consectetur. Dolorum accusamus doloremque neque mollitia vel.
272,100040001202400272,202400272,2024-07-10,7,41,3,1,5,1,2024-07-09 17:43:53,12.941247707056386,74.86364750957695,"Dolorum esse sit laboriosam atque. Eum quis quis.
Quaerat libero at ullam velit eligendi.
Optio alias id possimus explicabo fuga eos quasi. Ea quas corrupti dolorem adipisci rerum amet."
273,100010001202400273,202400273,2024-07-25,42,15,1,2,2,3,2024-07-22 15:31:19,12.943249663155322,77.61573289785034,"Quaerat quidem id saepe.
Occaecati quasi quas aperiam. Cumque quae cumque tenetur repellat ab illo."
274,100060001202300274,202300274,2023-07-26,12,62,2,2,5,4,2023-07-21 00:30:08,17.321568663414297,76.86871264088735,"Nemo ullam odio doloribus odio. Non quis deserunt dolores.
Nihil exercitationem omnis sed iste deleniti quaerat. Non eaque error blanditiis eius maiores natus dolores."
275,100010001202300275,202300275,2023-09-23,46,14,3,2,5,1,2023-09-23 09:05:01,12.99225614244455,77.55870979053007,Dolorem voluptatum autem praesentium tenetur reprehenderit nesciunt. Aperiam officiis officia quas vel id. Perspiciatis minima culpa maiores.
276,100010001202600276,202600276,2026-06-29,5,14,2,1,2,2,2026-06-29 05:23:03,12.973522400066601,77.56845476661155,Iusto odio beatae deserunt dolor adipisci dolore. Nobis magnam iure.
277,100010001202500277,202500277,2025-05-18,48,12,2,2,3,3,2025-05-18 16:50:12,12.992369182023548,77.63254196611545,Cumque accusantium omnis temporibus eaque incidunt facere. Ipsa beatae ea modi molestias. Nam corporis provident cum enim. Esse maiores eius culpa et.
278,100020001202500278,202500278,2025-12-10,12,24,1,1,5,1,2025-12-06 03:11:42,12.288174284396465,76.6848451484524,"Earum quidem maxime iure ad sint. Magnam architecto vero laborum.
Vitae perspiciatis rem ipsam. Nulla placeat sequi impedit.
Aspernatur ducimus vitae distinctio. Mollitia nesciunt quae laboriosam."
279,100010001202400279,202400279,2024-12-11,12,13,1,1,2,2,2024-12-07 09:38:00,12.964395963244364,77.6389656652219,"Sunt sequi nulla dicta commodi optio. Eius quasi quia dignissimos quis quisquam sit.
Doloribus eveniet maiores esse ea fugit dolores. Architecto cum culpa illo tempora quidem odio voluptate."
280,100080001202600280,202600280,2026-04-28,7,82,2,1,3,4,2026-04-27 04:58:22,15.103822807930875,76.91388850662321,"Fugit atque delectus iure alias unde. Quam quam debitis. Dolorum laudantium ea doloribus in sed.
Delectus deleniti laborum hic animi. Temporibus officia inventore impedit inventore."
281,100050001202500281,202500281,2025-07-03,13,54,1,1,2,3,2025-06-30 09:00:19,15.848122122458754,74.47836949489164,"Occaecati ex ea earum voluptatem sed fugit.
Vero vel veniam et beatae adipisci assumenda. Quia velit odio doloribus modi fuga inventore."
282,100010001202300282,202300282,2023-07-18,21,12,3,1,2,2,2023-07-18 12:03:17,12.926020223909878,77.64051695044378,"Dignissimos voluptates eius adipisci nesciunt. Quam autem mollitia consequatur eveniet quidem nulla.
Qui est eum soluta praesentium nulla illum aut. Aspernatur dicta odit illum vero ex quas."
283,100010001202500283,202500283,2025-09-14,17,15,2,2,1,1,2025-09-11 06:01:20,12.982913717161953,77.57820581324216,"Beatae exercitationem expedita modi sit.
Quaerat labore delectus deleniti suscipit repudiandae est. Consequatur accusamus quia nesciunt excepturi alias aspernatur."
284,100010001202400284,202400284,2024-04-03,39,13,2,2,3,1,2024-04-03 04:36:54,13.021041476247058,77.56744167288598,"Officia consectetur magnam aperiam ut occaecati. Sed explicabo autem facere cupiditate enim.
Quidem non incidunt quaerat. Cum sequi asperiores libero deserunt laudantium consequatur sequi."
285,100010001202400285,202400285,2024-12-24,24,11,2,1,1,4,2024-12-23 21:28:45,12.998559355882865,77.60076812985737,"Aspernatur autem accusamus ullam alias distinctio. Explicabo provident modi.
Cum reprehenderit cum eius excepturi ipsam. Id eaque amet suscipit saepe."
286,100010001202400286,202400286,2024-03-31,37,13,1,1,5,4,2024-03-29 23:44:53,12.978317573800291,77.63721827122602,"Vel fugit pariatur deserunt quis ab dolore. Dolorum commodi sint ducimus veniam fugiat. Exercitationem temporibus numquam.
Voluptates magnam itaque ipsum vero explicabo. Amet assumenda iusto quas ex."
287,100070001202300287,202300287,2023-08-15,6,73,1,2,2,2,2023-08-13 06:13:16,14.416109696426266,75.95904621214159,Adipisci est odio distinctio numquam quis in minus. Quasi aspernatur quas ut.
288,100030001202500288,202500288,2025-08-22,39,35,2,2,5,3,2025-08-19 12:34:25,15.377565522405428,75.09343328160082,"Porro eveniet incidunt magni.
Temporibus ea dicta aperiam minima. Omnis quasi voluptate ut quibusdam ratione odit. Quos non ipsam quas nobis autem voluptatem."
289,100010001202500289,202500289,2025-06-08,39,12,3,2,2,4,2025-06-03 22:54:59,12.943493071876345,77.56986129105036,Perferendis a eveniet ullam facilis possimus dicta. Ad ut earum quae. Saepe corrupti aut.
290,100010001202500290,202500290,2025-08-27,34,14,2,1,2,2,2025-08-24 01:43:37,12.92456871931291,77.62546329746051,"Perspiciatis beatae incidunt qui sequi atque sint. Eius labore natus nesciunt ducimus dolores. Deleniti asperiores modi reprehenderit dignissimos.
Similique odit iure assumenda. Soluta dolor facere."
291,100010001202300291,202300291,2023-12-14,24,12,1,1,2,3,2023-12-14 17:55:00,12.985520438339714,77.60007135251185,"Iste dolores veritatis quos. Animi eaque minus deserunt nihil illo ut.
Doloremque sit laboriosam aut minus quidem. Quia cum porro asperiores suscipit quos laborum. Accusamus porro at."
292,100010001202600292,202600292,2026-06-24,22,15,1,1,2,1,2026-06-20 13:32:47,12.926091636155414,77.57746005092405,"Illo deleniti tenetur optio porro. Quod non repellendus.
Quis aut cum laborum doloribus quasi. Harum autem suscipit saepe.
Aliquam nostrum error libero saepe."
293,100010001202600293,202600293,2026-06-10,16,11,2,2,5,2,2026-06-09 13:54:10,12.979901062299906,77.56147340821687,Quidem porro modi quasi aut delectus dolor. Voluptates soluta illum cum adipisci illum architecto.
294,100040001202400294,202400294,2024-08-18,38,42,1,1,3,3,2024-08-17 17:02:54,12.923790579939201,74.85012594685098,"Error odit impedit dolores architecto aspernatur suscipit architecto. Dolor molestiae cupiditate quisquam.
Harum saepe repellendus adipisci corrupti. Dolores quasi ducimus voluptas."
295,100010001202300295,202300295,2023-10-01,27,11,3,1,2,3,2023-09-30 16:16:57,13.017066505909572,77.59338980164009,"Ducimus laboriosam nesciunt adipisci atque libero.
Ipsa animi itaque dolor id delectus. Assumenda quos explicabo facere quas. Dolorum omnis deleniti consequatur modi."
296,100020001202500296,202500296,2025-04-02,49,23,1,2,5,2,2025-03-28 17:12:37,12.27342437746878,76.6160837514227,Consequuntur delectus ex perferendis. Soluta deserunt nisi possimus id tenetur. Autem animi sit vel fuga explicabo fugiat.
297,100030001202300297,202300297,2023-03-13,18,31,3,2,5,1,2023-03-12 06:56:27,15.324869083023628,75.09246674933807,Nisi illo nihil quod. Ratione quo ipsam aspernatur. Optio occaecati eius error perferendis repellat.
298,100010001202500298,202500298,2025-04-14,13,13,2,1,3,3,2025-04-14 15:34:08,12.942545877663354,77.62716207142407,Molestiae ut ratione voluptate. Dolores non iusto ratione. Numquam debitis quaerat nulla iure optio possimus possimus. Pariatur necessitatibus fuga sunt quia quasi.
299,100030001202600299,202600299,2026-04-05,49,32,1,1,5,1,2026-03-31 08:59:47,15.328653848738991,75.16429441939587,Libero porro quis laboriosam nisi. Dicta dicta vitae doloribus voluptate.
300,100010001202300300,202300300,2023-02-28,30,14,2,1,5,1,2023-02-28 10:02:05,12.953332614563923,77.61557245553874,Facere quaerat et iure. Commodi quidem autem quis quos.
301,100060001202500301,202500301,2025-03-06,50,62,1,2,5,4,2025-03-06 20:00:22,17.31391142256028,76.83567606381928,Distinctio porro nobis placeat nobis velit maxime ducimus. Incidunt nemo impedit amet tempore quae. Impedit doloribus quod consectetur architecto atque dolores.
302,100010001202300302,202300302,2023-07-31,10,14,3,2,2,3,2023-07-27 10:30:03,12.991903344616789,77.5608163746831,Corporis soluta officia quod veniam. Molestiae fugiat voluptates ab. Corporis et accusamus corporis atque delectus.
303,100010001202500303,202500303,2025-03-04,21,15,2,2,2,3,2025-03-02 05:57:00,12.974151501106336,77.60600009801203,"Molestiae at debitis. Quaerat optio veniam veniam eveniet facilis id deleniti. Commodi dolores illum iure dolorum ut.
Eveniet pariatur accusantium provident eaque."
304,100010001202300304,202300304,2023-02-04,44,11,3,2,5,2,2023-02-01 10:36:31,12.974295463968433,77.63124346606277,Mollitia quos amet expedita. Dolore harum sint repellat quas quis. Omnis vero perspiciatis ut repellat.
305,100010001202600305,202600305,2026-04-19,9,13,2,2,3,1,2026-04-19 11:03:32,12.936571894904917,77.54912591094511,"Eum suscipit voluptatum at. Dolor molestiae quos labore.
Nulla aperiam repellendus ea doloribus ullam harum. Praesentium rerum harum aut officia."
306,100010001202500306,202500306,2025-01-14,32,15,2,1,1,1,2025-01-14 07:07:04,13.021444546193901,77.55093264394935,Odio illo est hic suscipit quibusdam. Eligendi nobis nobis quos asperiores. Quasi exercitationem soluta ad possimus ea cumque.
307,100070001202500307,202500307,2025-11-09,28,73,1,1,1,2,2025-11-09 11:12:37,14.46596508301243,75.95279585234239,"Eum dolores odit fugiat omnis consectetur est. Voluptates autem vel ducimus.
Nobis vero ducimus voluptas sapiente rerum at.
Ab nihil aut iste. Deserunt natus sit sed."
308,100010001202500308,202500308,2025-05-17,12,11,3,1,1,3,2025-05-14 20:06:22,13.021327598329043,77.63189005145661,Suscipit vel dolores. Praesentium nihil pariatur. Eligendi dolorem alias id neque.
309,100040001202400309,202400309,2024-03-22,44,44,3,1,2,2,2024-03-17 18:47:12,12.8743433019538,74.81672383223471,Eaque beatae deleniti perspiciatis impedit. Vel repudiandae placeat a doloremque possimus ea adipisci.
310,100010001202400310,202400310,2024-03-18,20,12,2,1,5,1,2024-03-18 05:26:48,12.978721240597979,77.56134674433711,Ducimus occaecati magnam sed vel vero. Assumenda vitae voluptatibus pariatur dolores impedit doloribus.
311,100020001202300311,202300311,2023-02-17,33,21,3,2,2,4,2023-02-16 19:35:23,12.250991874909817,76.64430107299539,Rem necessitatibus tenetur dolore tempora repudiandae voluptatibus. Explicabo ducimus vitae tempore suscipit natus. Consectetur eveniet est reprehenderit deleniti.
312,100010001202400312,202400312,2024-12-18,39,15,3,2,2,4,2024-12-18 00:02:32,12.99014564815281,77.59217839783831,Natus assumenda architecto illum illum porro. Quod maxime deleniti nobis deserunt totam corporis. Modi natus modi. Reprehenderit doloribus sapiente est.
313,100010001202300313,202300313,2023-05-09,41,15,3,1,2,2,2023-05-07 02:41:52,12.923793730018376,77.61210256860979,Temporibus magni maxime consectetur deserunt magnam recusandae quod.
314,100060001202500314,202500314,2025-10-02,29,65,3,1,1,4,2025-10-02 08:51:06,17.28764791819493,76.79423508947235,"Ex sint labore inventore asperiores ea. Sequi ullam quis. Quod quibusdam perspiciatis.
Voluptatem iusto mollitia provident. Facilis impedit veritatis aspernatur vero dolorum."
315,100060001202600315,202600315,2026-07-19,26,65,3,2,4,1,2026-07-16 04:18:03,17.31337597995551,76.86714004253513,"Recusandae sint a expedita. Mollitia dicta quis ratione illo neque distinctio. Molestias ducimus eum repellat aperiam dolorem.
Cupiditate cum dolorum nisi. Voluptatem tempore natus."
316,100070001202300316,202300316,2023-09-02,28,75,3,1,5,3,2023-08-29 13:01:40,14.462059230853574,75.88764042699394,"Architecto doloremque natus a natus consectetur deleniti. Deserunt totam voluptate hic facilis in blanditiis.
Debitis at perferendis perspiciatis optio."
317,100010001202400317,202400317,2024-12-13,40,14,3,2,3,2,2024-12-09 20:37:34,12.971707492643569,77.64453513758801,Asperiores temporibus ut. Hic architecto inventore repudiandae. Beatae ipsam commodi qui.
318,100030001202500318,202500318,2025-05-16,19,32,1,1,2,2,2025-05-15 01:32:36,15.353375421077232,75.07469101883503,Deserunt autem eaque ad. Consequatur debitis consequuntur fugit in aliquid ipsam. Odit temporibus nesciunt.
319,100010001202400319,202400319,2024-09-19,11,13,3,1,4,2,2024-09-14 00:37:15,12.962540015116009,77.54970957702125,"Laudantium non cum repellat pariatur libero repudiandae. Deleniti velit ut molestias nesciunt recusandae vero velit.
Ipsam ut voluptatibus qui magni. Accusantium fuga dicta recusandae enim nemo."
320,100050001202600320,202600320,2026-03-27,41,53,1,1,2,3,2026-03-25 08:25:10,15.86448883083819,74.49182269368404,"Dolor perspiciatis sequi et fugiat quam. Nulla iusto molestiae accusantium dignissimos quo aliquam. Dignissimos quis ab dignissimos.
Dicta sequi blanditiis veritatis. Est vel molestiae ab dicta."
321,100010001202400321,202400321,2024-05-05,25,14,1,2,4,4,2024-05-05 15:56:40,12.980402994757041,77.60828624101632,Repellendus libero doloremque ea. Fugit rerum laborum dolores. Sint asperiores vel eos sit.
322,100080001202500322,202500322,2025-12-08,20,81,2,2,5,4,2025-12-03 01:45:17,15.094828727957026,76.95092845026136,Nemo numquam exercitationem dignissimos nemo architecto eius earum. Autem architecto officiis laudantium ad repellat ipsam. Voluptatum corrupti repudiandae laboriosam nulla.
323,100050001202500323,202500323,2025-12-29,8,51,3,2,5,4,2025-12-27 03:15:38,15.896026801589976,74.44915785280439,"Incidunt esse animi iste.
Ipsam amet officiis ipsum vitae. Harum magni asperiores doloremque corrupti architecto veritatis. Ea aperiam similique voluptates dolorum."
324,100010001202400324,202400324,2024-12-15,31,15,1,2,5,1,2024-12-15 23:41:32,13.007564294927453,77.63690026634644,Ea hic facilis sequi. Pariatur totam velit ipsum dolorum. Inventore occaecati beatae ratione.
325,100010001202500325,202500325,2025-07-20,49,12,1,1,5,2,2025-07-18 04:07:58,12.9884112943941,77.59774840429509,"Harum consequatur hic temporibus reiciendis. Delectus deserunt occaecati reprehenderit quod fugiat. Amet quis ducimus commodi.
Sit asperiores enim corrupti."
326,100060001202500326,202500326,2025-05-03,50,64,2,2,2,2,2025-04-28 03:23:07,17.37483628472241,76.8740145363403,Aperiam ab soluta libero beatae accusamus. Eos officiis fugiat fuga non repudiandae.
327,100010001202400327,202400327,2024-06-27,11,15,3,1,2,4,2024-06-25 12:52:40,12.922815298031995,77.60046697082264,Totam officia dolorum temporibus provident. Expedita repudiandae repudiandae corporis in. Deserunt provident eum sit esse.
